nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Jornada,Isapre,Contrato,Codigo_reserva,Codigo_agenda,Fecha,Monto,Cantidad_personas,Estado_disponibilidad,Numero_viaje,Lugar_origen,Lugar_llegada,Fecha_salida,Fecha_llegada,Capacidad,Tiempo_estimado,Precio_asiento,Empresa,Tipo_de_bus,Comodidades,Escalas,Clase,Paradas
"Sta. Esperanza Esquivel Anaya",25410592,9,sta.9870@viajes.cl,sta.3671,MWH24vE9wF,"+56 2 2408 8068",Diurno,Banmédica,"Full time",605860,,,,,Disponible,54202,Gijón,Ceuta,2025-10-31,2026-04-01,36,3649,188000,"All Nippon Airways (ANA)",,{},"{Marbella,Manresa,Tarragona,Benalmádena,Gecho}",,{}
"Sta. Patricia Lozada Abreu",26714393,5,stpaloab@viajes.cl,sta.2374,vGbZcrnyt0zZsT,"+56 2 6103 0621",Diurno,"Más vida","Full time",605861,,,,,Disponible,51069,Rubí,COLLADOVILLALBA,2025-07-15,2025-08-19,69,858,129000,"Spirit Airlines",,{},"{Elche,Marbella,Vigo}",,{}
"Cecilia Varela Griego",11100567,2,cecilia7335@viajes.cl,cevagr,VNM5eOGtFLqgf,"+56 2 2650 9756",Nocturno,Banmédica,"Part time",605863,,,0,,Disponible,86254,CornelládeLlobregat,Pamplona,2025-04-15,2025-05-15,92,732,81000,Qantas,,{},"{""San Sebastián"",""Roquetas de Mar"",Fuenlabrada,""Torrejón de Ardoz""}",,{}
"Sergio Menchaca Orozco",16469453,4,Sergioorozco@viajes.cl,semeor,d41fS2oo2EEN8Nu3,"+56 9 7247 5106",Diurno,"Más vida","Part time",605865,,,,,Disponible,57068,Benidorm,Segovia,2025-10-02,2025-12-16,91,1820,115000,"Ethiopian Airlines",,{},"{Mijas,""Cerdañola del Vallés"",Rubí,Motril}",,{}
"Alberto Arenas Arreola",11711912,2,Albertoarreola@viajes.cl,alarar,JZX5Tpk7UVbB23uO,"+56 9 7961 1044",Nocturno,Colmena,"Part time",605867,,,,,Disponible,53253,Zamora,LasPalmasdeGranCanaria,2025-11-03,2025-12-04,23,749,125000,"Air Canada",,{},"{Ávila,""El Puerto de Santa María"",Tarragona}",,{}
"Conchita Raya Montero",19956251,7,coramo@viajes.cl,Conchitamontero,7jgvKU31ceC,"+56 2 4274 3013",Diurno,Banmédica,"Full time",605872,,,,,Disponible,24691,Salamanca,LINARES,2026-08-23,2027-02-16,34,4252,246000,KLM,,{},"{""El Puerto de Santa María"",Zamora}",,{}
"Beatriz Raya Castro",8132290,2,beraca@viajes.cl,beraca,ISAmu11eVozN8xX,"+56 2 7775 5490",Nocturno,Fonasa,"Full time",605874,,,,,Disponible,90948,Móstoles,Torrevieja,2025-09-16,2025-10-09,8,568,162000,"Spirit Airlines",,{},"{""San Cristróbal de la Laguna"",Alcobendas,Majadahonda,Torrevieja}",,{}
"Sra. Julio Díaz Arias",25383116,2,Sra.arias@viajes.cl,Sra.arias,5LLWoilAU,"+56 9 5470 6818",Nocturno,Banmédica,"Part time",605875,,,,,Disponible,78570,Pamplona,Estepona,2026-10-24,2027-02-13,9,2693,120000,"Etihad Airways",,{},"{""Alcalá de Guadaira"",Granada,""Alcalá de Guadaira"",Córdoba,Ávila}",,{}
"Agustín Arias Hernández",26310896,5,agarhe@viajes.cl,agarhe,6wOEC8c4b,"+56 9 0580 7740",Diurno,Banmédica,"Full time",605877,,,,,Disponible,81902,Torrevieja,Santander,2025-07-31,2025-12-27,9,3576,378000,"All Nippon Airways (ANA)",,{},{},,{}
"Alfredo Chacón Cortez",13538141,1,Alfredocortez@viajes.cl,alfredo4421,lXW6KS5y,"+56 2 9779 6843",Diurno,Colmena,"Full time",605878,,,0,,Disponible,52311,Cuenta,Guadalajara,2025-04-18,2025-07-19,24,2215,182000,"Air New Zealand",,{},"{Córdoba,Gijón}",,{}
"Sr. Gloria Badillo Ozuna",23890017,4,Sr.ozuna@viajes.cl,srglbaoz,wXtYYA5jmBn,"+56 2 3543 7289",Nocturno,Colmena,"Part time",605881,,,,,Disponible,29010,Mijas,MURCIA,2025-07-24,2025-11-08,71,2587,145000,Ryanair,,{},"{Pamplona,Estepona}",,{}
"José María Mercado Serna",28170378,1,josOo3692@viajes.cl,josé4061,fZNQdl50yrG,"+56 9 6911 3500",Nocturno,Consalud,"Part time",605883,,,,,Disponible,5767,LaCoruña,Pamplona,2026-09-28,2027-02-03,5,3079,142000,Emirates,,{},"{Tarragona,""San Sebastián"",Orihuela,Manresa,""Roquetas de Mar""}",,{}
"Francisco Rivas Bañuelos",3554067,9,frriba@viajes.cl,frriba,JkQxaqioGIM45,"+56 2 5109 5701",Diurno,Consalud,"Full time",605885,,,0,,Disponible,99440,SanFernando,SanSebastíandelosReyes,2026-09-07,2026-11-01,20,1323,67000,"Alaska Airlines",,{},{},,{}
"Verónica Molina Bahena",6858321,7,vemoba@viajes.cl,vemoba,VgFmf04V2QFzooJ,"+56 2 9271 3063",Nocturno,Banmédica,"Part time",605886,,,,,Disponible,32555,Lérida,ARRECIFE,2025-03-08,2025-05-06,20,1420,70000,Lufthansa,,{},"{""Santa Lucía de Tirajana"",""San Cristróbal de la Laguna"",Mijas,Mérida}",,{}
"Vicente Lebrón Ozuna",18200318,2,vileoz@viajes.cl,vicente3943,EhuGTc79k3Pmf0,"+56 2 1509 4852",Nocturno,Banmédica,"Full time",605889,,,,,Disponible,81069,Alcoy,LINARES,2025-07-26,2025-10-26,43,2208,122000,Lufthansa,,{},{Lérida},,{}
"Sr. Marcos Linares Valverde",1280716,3,srmaliva@viajes.cl,srmaliva,MIBJCeoC8,"+56 9 1907 6296",Diurno,Consalud,"Full time",605891,,,,,Disponible,37061,Gandía,Guadalajara,2025-02-17,2025-04-02,30,1067,133000,"Alaska Airlines",,{},"{Algeciras,""El Ejido"",Reus,Alcoy,""Jerez de la Frontera""}",,{}
"Arturo Cisneros Roldán",1725723,4,arciro@viajes.cl,arturo4558,f6fRGUqRYpG,"+56 9 2493 2123",Nocturno,Consalud,"Part time",605892,,,,,Disponible,2413,Benalmádena,LasPalmasdeGranCanaria,2025-02-09,2025-06-05,78,2785,117000,Lufthansa,,{},{},,{}
"Marisol Uribe Barreto",23933405,9,Marisolbarreto@viajes.cl,maurba,Kgleo32mP9Sgr,"+56 9 1086 6184",Nocturno,Consalud,"Full time",605893,,,,,Disponible,92445,SantiagodeCompostela,SantaColomadeGramanet,2025-04-23,2025-08-11,39,2646,157000,"Frontier Airlines",,{},"{Fuengirola,Elda,Tarragona,Reus}",,{}
"Guillermina Miranda Nazario",16698058,5,Guillerminanazario@viajes.cl,guillermina9256,45Zhc05d7AyGJQD5,"+56 2 4247 1803",Nocturno,Fonasa,"Full time",605894,,,,,Disponible,99647,Ávila,Torrevieja,2025-01-06,2025-01-14,67,203,38000,JetBlue,,{},{Paterna},,{}
"Tomás Ramírez Cervántez",16522329,2,torace@viajes.cl,torace,Sww4joI9msa2N,"+56 9 4972 7138",Nocturno,"Más vida","Full time",605896,,,,,Disponible,62681,Lugo,Madrid,2025-12-08,2026-03-30,14,2704,262000,"British Airways",,{},"{""Chiclana de la Frontera"",""Santa Lucía de Tirajana"",Reus}",,{}
"Andrés Tapia Zamora",4426839,6,AndrOoszamora@viajes.cl,antaza,LItY6lsGO4,"+56 9 7035 2867",Diurno,Consalud,"Full time",605897,,,,,Disponible,91536,SantaColomadeGramanet,Algeciras,2026-10-21,2027-02-05,12,2586,85000,Iberia,,{},"{Málaga,""Jerez de la Frontera"",Elche,Motril}",,{}
"Sara López Castañeda",16545390,5,sara8283@viajes.cl,salóca,hb400ExLt5,"+56 9 3650 0634",Nocturno,Banmédica,"Full time",605898,,,,,Disponible,46949,Málaga,Orense,2025-09-26,2025-12-11,46,1827,154000,"All Nippon Airways (ANA)",,{},{},,{}
"David Huerta Gamboa",15329362,7,david1544@viajes.cl,david3896,wqkLjLRaQ62zqf,"+56 2 5843 3269",Diurno,"Más vida","Full time",605899,,,,,Disponible,20400,Torremolinos,BADAJOZ,2026-01-08,2026-04-03,35,2043,177000,Avianca,,{},{Pontevedra},,{}
"Alicia Lebrón Merino",13327194,5,alicia3564@viajes.cl,alicia9949,r0VaglNWJ,"+56 9 4053 8388",Diurno,"Más vida","Part time",605900,,,0,,Disponible,99591,AlcaládeHenares,Torrelavega,2026-07-01,2026-11-01,36,2958,369000,"Qatar Airways",,{},"{""Santiago de Compostela"",Zaragoza}",,{}
"Sr. Fernando Rosado Herrera",23205387,9,sr.5449@viajes.cl,srferohe,E2u17N0kbyB,"+56 2 7662 3943",Nocturno,"Más vida","Full time",605901,,,,,Disponible,12957,Mijas,Segovia,2026-07-12,2026-11-12,10,2966,223000,"Delta Air Lines",,{},"{Almería,Cáceres,Zaragoza,Mérida}",,{}
"Mónica Domínquez Varela",17929474,5,mOIdova@viajes.cl,Mónicavarela,CH3Mu2Z62phXDq,"+56 2 9712 5953",Diurno,Banmédica,"Part time",605903,,,,,Disponible,50991,Benalmádena,Gecho,2025-01-07,2025-01-29,64,547,68000,"Qatar Airways",,{},"{Viladecans,""La Línea de la Concepción"",Pamplona,""Cornellá de Llobregat""}",,{}
"Gustavo Miranda Salcedo",5461482,9,gumisa@viajes.cl,gumisa,5MvI4vnTsl6F2R,"+56 2 9014 9342",Diurno,Consalud,"Part time",605904,,,,,Disponible,43369,Motril,Arrecife,2025-05-28,2025-09-07,23,2464,210000,Qantas,,{},"{Salamanca,Alicante,""Mollet del Vallés""}",,{}
"Sta. Maricarmen Cruz Vélez",20494174,2,Sta.vOolez@viajes.cl,sta.4005,dKmBRCM7aqfdH9J,"+56 9 7476 3580",Nocturno,"Más vida","Full time",605906,,,0,,Disponible,2055,SanlúcardeBarrameda,Paterna,2026-04-09,2026-05-25,93,1126,124000,"Japan Airlines",,{},"{Arrecife,Santander,Baracaldo,Tarrasa}",,{}
"Ricardo Baca Garibay",22133735,2,Ricardogaribay@viajes.cl,Ricardogaribay,66mZ03GdFlhDru7P,"+56 9 5285 1821",Nocturno,Banmédica,"Part time",605908,,,,,Disponible,84416,Alicante,Zaragoza,2025-04-09,2025-08-08,74,2909,312000,"Spirit Airlines",,{},{Gandía},,{}
"Jorge Delacrúz Magaña",13926022,8,jorge2701@viajes.cl,jodema,tr3gYoYVHRfON,"+56 9 9693 8840",Diurno,Colmena,"Full time",605909,,,,,Disponible,38786,Benidorm,Sabadell,2026-11-29,2027-04-05,24,3069,219000,"Air France",,{},"{""San Sebastían de los Reyes"",""La Línea de la Concepción"",Orihuela,Albacete,""La Coruña""}",,{}
"Sr. Adela Martínez Olvera",16179761,8,sr.9835@viajes.cl,sr.1828,eyxqCpqD1YpcNr,"+56 9 8893 4008",Nocturno,"Más vida","Part time",605910,,,,,Disponible,27105,Salamanca,Alicante,2026-05-20,2026-08-07,23,1912,118000,"Etihad Airways",,{},{Lérida},,{}
"José María Llamas Loya",2652742,2,josOo3461@viajes.cl,jomalllo,NBsmxf7TO8YA,"+56 2 9732 7358",Diurno,"Más vida","Part time",605911,,,,,Disponible,12416,Inca,Fuenlabrada,2026-06-25,2026-09-27,43,2270,252000,EasyJet,,{},"{Reus,Getafe,Linares,Coslada}",,{}
"Ignacio Sierra Flórez",13958680,8,ignacio7232@viajes.cl,ignacio4034,jkB5dDCrPoKAVpF,"+56 2 4158 1578",Diurno,Banmédica,"Full time",605914,,,0,,Disponible,24954,cartagena,Elda,2025-03-31,2025-04-18,33,443,89000,Avianca,,{},{},,{}
"Felipe Almaraz Becerra",25182937,3,felipe6550@viajes.cl,Felipebecerra,sVG7BnKf0,"+56 9 4881 8560",Nocturno,Consalud,"Full time",605915,,,,,Disponible,41609,Zaragoza,CIUDADREAL,2026-04-08,2026-08-13,49,3066,147000,"Ethiopian Airlines",,{},"{Fuenlabrada,Almería,Rivas-Vaciamadrid,""San Sebastián"",""La Coruña""}",,{}
"Sr. Timoteo Rivera Barela",10764883,6,sr.9069@viajes.cl,sr.4322,aXoI8xPs7wdvk,"+56 9 4521 6731",Nocturno,"Más vida","Part time",605916,,,,,Disponible,96339,sansebastián,ElPratdeLLobregat,2026-04-08,2026-08-16,2,3143,266000,Vueling,,{},"{Burgos,Toledo,Mérida,Vigo}",,{}
"María Luisa Alanis Palomo",4878372,4,marOAa7069@viajes.cl,Maríapalomo,OQv4oiuRzO,"+56 9 0801 2319",Nocturno,Banmédica,"Full time",605917,,,,,Disponible,29590,Mérida,Córdoba,2025-03-10,2025-06-30,91,2709,150000,"Delta Air Lines",,{},{Linares},,{}
"Juan Carlos Tovar Velásquez",2368507,8,jucatove@viajes.cl,jucatove,nL6FXg9UC,"+56 2 8600 8900",Nocturno,"Más vida","Full time",605918,,,,,Disponible,25310,ChiclanadelaFrontera,Tarrasa,2026-09-22,2027-01-25,42,3003,196000,Vueling,,{},"{Motril,Linares}",,{}
"Sr. Julio Casillas Meraz",16831151,6,sr.8176@viajes.cl,Sr.meraz,WIySvWhzq58YAv,"+56 9 3193 3332",Nocturno,Colmena,"Full time",605919,,,,,Disponible,77425,ElEjido,Tarragona,2025-11-14,2026-01-13,68,1455,59000,"American Airlines",,{},"{Barcelona,Benalmádena,Salamanca,""El Puerto de Santa María"",Granollers}",,{}
"Sra. Horacio Mondragón Bermúdez",7110167,3,srhomobe@viajes.cl,srhomobe,tcE2aGpYxq,"+56 2 7830 5549",Nocturno,Fonasa,"Part time",605920,,,,,Disponible,18301,ColladoVillalba,RoquetasdeMar,2026-04-17,2026-05-25,63,926,93000,"Frontier Airlines",,{},{Estepona},,{}
"Dolores Urías Calderón",22786287,4,dourca@viajes.cl,dolores9638,enHQHFt77RoTPF,"+56 2 0005 9250",Diurno,Consalud,"Full time",605921,,,,,Disponible,92829,Barcelona,Móstoles,2026-01-10,2026-02-21,39,1009,79000,"American Airlines",,{},"{Lorca,Getafe}",,{}
"Alejandro Linares Cepeda",15692405,9,Alejandrocepeda@viajes.cl,allice,ynBwvdDcL0q,"+56 9 2945 4248",Nocturno,Consalud,"Part time",,,,,,Disponible,2659,Barcelona,Jaén,2025-06-04,2025-08-15,,1735,190000,,,{},{Móstoles},,{}
"Samuel Báez Arenas",5640591,7,Samuelarenas@viajes.cl,samuel2986,3n5orf7F5hau,"+56 9 0730 6109",Diurno,"Más vida","Full time",605924,,,,,Disponible,43586,Telde,SantaLucíadeTirajana,2026-06-22,2026-07-03,59,268,41000,"Southwest Airlines",,{},"{""Ciudad Real""}",,{}
"Daniela Rascón Tórrez",253986,1,daniela3887@viajes.cl,daniela2635,iWNz64UdF7,"+56 2 9130 2226",Nocturno,Consalud,"Part time",605926,,,,,Disponible,85059,Motril,Marbella,2025-03-21,2025-04-07,54,431,124000,Iberia,,{},{},,{}
"Rosario Olvera Morales",15472130,4,rosario2734@viajes.cl,roolmo,NF6k25S79xj,"+56 9 6832 8199",Diurno,Colmena,"Part time",605927,,,,,Disponible,75624,SantaLucíadeTirajana,Torremolinos,2025-06-14,2025-07-31,92,1132,88000,"United Airlines",,{},"{""Jerez de la Frontera"",Granada,Motril,Linares,""Dos Hermanas""}",,{}
"Mateo Mejía Borrego",20147551,1,mateo3420@viajes.cl,mateo7042,H5QeaIi0,"+56 2 8998 5744",Nocturno,Consalud,"Full time",605928,,,,,Disponible,46,Murcia,MolletdelVallés,2025-11-11,2026-02-07,87,2131,186000,"American Airlines",,{},"{""El Prat de LLobregat"",Torrelavega,Vitoria,Puertollano}",,{}
"Miguel Ramos Ponce",12806456,7,miguel8866@viajes.cl,Miguelponce,gcgiVkO6Ff,"+56 9 1054 5152",Nocturno,Banmédica,"Part time",605930,,,,,Disponible,68408,Puertollano,Lugo,2026-01-29,2026-05-27,95,2845,170000,"Air Canada",,{},{Ponferrada},,{}
"Gustavo Roldán Trejo",26175362,6,gurotr@viajes.cl,gurotr,MUQZ78RlSj,"+56 9 7381 3020",Diurno,Colmena,"Part time",605931,,,,,Disponible,23247,ChiclanadelaFrontera,ChiclanadelaFrontera,2026-01-25,2026-03-03,45,895,140000,"United Airlines",,{},{},,{}
"Horacio Serna Matías",16140338,5,horacio206@viajes.cl,horacio5025,gCBt7MqaTM8,"+56 2 5416 8458",Diurno,Colmena,"Part time",605932,,,,,Disponible,38768,Manresa,Bilbao,2026-10-29,2027-03-12,27,3225,129000,"American Airlines",,{},"{""Torrejón de Ardoz"",""Las Palmas de Gran Canaria"",Lérida,Viladecans,Avilés}",,{}
"Eloisa Olivárez Tijerina",28443493,5,elolti@viajes.cl,elolti,WfKhw2JP3FqJWH,"+56 9 0632 1794",Nocturno,Colmena,"Full time",605933,,,,,Disponible,83964,Málaga,PalmadeMallorca,2025-11-24,2026-03-14,46,2643,277000,"Copa Airlines",,{},"{Huelva,Motril,""El Ejido""}",,{}
"Sta. Esperanza Esquivel Anaya",25410592,9,sta.9870@viajes.cl,sta.3671,MWH24vE9wF,"+56 2 2408 8068",Diurno,Banmédica,"Full time",605934,,,,,Disponible,94050,Benalmádena,RoquetasdeMar,2025-09-08,2026-01-31,49,3498,394000,"Delta Air Lines",,{},"{""Dos Hermanas"",Cartagena,Salamanca}",,{}
"Sra. Cristina Valle Valdivia",8037248,5,Sra.valdivia@viajes.cl,sra.6441,qYjQgVIWnhL523se,"+56 9 1866 9128",Nocturno,Colmena,"Full time",605937,,,,,Disponible,36835,orense,ZAMORA,2026-07-11,2026-07-21,10,260,11000,"All Nippon Airways (ANA)",,{},"{Orense,""La Línea de la Concepción"",Majadahonda,Alcobendas,Viladecans}",,{}
"Nicolás Rubio Robledo",1674676,2,nicolOes418@viajes.cl,Nicolásrobledo,v26oKeQO9,"+56 2 1463 8026",Nocturno,Consalud,"Full time",605938,,,,,Disponible,4792,Alcorcón,SanSebastíandelosReyes,2025-08-15,2025-08-24,82,226,131000,"Air France",,{},"{Rubí,""El Ejido"",Avilés,""El Puerto de Santa María""}",,{}
"Sr. Rosalia Flórez Verduzco",13084564,9,sr.7950@viajes.cl,srroflve,t8LVko4lKc,"+56 9 5593 0875",Nocturno,"Más vida","Part time",605939,,,,,Disponible,74024,Telde,TalaveradelaReina,2025-06-22,2025-06-27,23,143,171000,Qantas,,{},"{Viladecans,Benalmádena,Málaga}",,{}
"Ester Delao Miranda",27647892,3,ester7366@viajes.cl,ester2096,oNqpYaA1Ro,"+56 9 8577 7250",Diurno,Colmena,"Full time",605940,,,,,Disponible,35010,Linares,Santander,2026-02-03,2026-06-15,99,3175,297000,"Air France",,{},"{Cádiz,""Alcalá de Guadaira"",""La Línea de la Concepción""}",,{}
"Inés Narváez Acosta",24213993,3,inOos8807@viajes.cl,Inésacosta,gVXy25tuD7VwZh,"+56 9 2818 7193",Diurno,"Más vida","Full time",605941,,,,,Disponible,64868,ElPuertodeSantaMaría,RoquetasdeMar,2025-03-01,2025-08-16,87,4049,205000,"Frontier Airlines",,{},"{Majadahonda,Bilbao,Alcorcón}",,{}
"Guillermina Muro Serrano",26909534,2,Guillerminaserrano@viajes.cl,guillermina4778,11Wwx95OCp,"+56 9 7998 6346",Nocturno,"Más vida","Full time",605942,,,0,,Disponible,55723,LaLíneadelaConcepción,VILADECANS,2026-07-29,2026-11-05,82,2387,149000,Aeroméxico,,{},"{""Chiclana de la Frontera"",Móstoles,Logroño}",,{}
"Sta. Luis Baca Galarza",27458651,6,Sta.galarza@viajes.cl,sta.3353,t2Crpzk59UvVjRw6,"+56 2 4934 2160",Nocturno,Colmena,"Full time",605944,,,0,,Disponible,76074,Tarragona,Vitoria,2025-08-07,2025-11-11,63,2327,125000,"United Airlines",,{},{Tarragona},,{}
"Sra. Germán Reynoso Bonilla",26269079,2,sra.8108@viajes.cl,srgerebo,85fuev6XWnFCJFz,"+56 2 5567 3349",Nocturno,Colmena,"Part time",606058,,,,,Disponible,87862,PalmadeMallorca,Huelva,2025-02-03,2025-05-26,23,2696,277000,JetBlue,,{},{},,{}
"Eduardo Santillán Solorzano",17345123,7,eduardo5176@viajes.cl,Eduardosolorzano,He5K4nMY,"+56 2 1005 4117",Nocturno,"Más vida","Part time",605945,,,,,Disponible,7197,ColladoVillalba,Lérida,2026-05-12,2026-09-01,67,2701,95000,KLM,,{},{Ceuta},,{}
"Sta. Ana Luisa Mojica Collazo",2642663,4,sta.5460@viajes.cl,stanlumoco,eU8C9oKC,"+56 9 4570 1822",Nocturno,Colmena,"Full time",605946,,,,,Disponible,39662,santacruzdetenerife,ChiclanadelaFrontera,2026-10-27,2027-04-22,93,4271,152000,"American Airlines",,{},"{""San Sebastián"",Málaga}",,{}
"Sancho Montaño Quezada",20122337,7,samoqu@viajes.cl,sancho6788,z9EdKv4nKhOh4b8,"+56 9 7922 9710",Diurno,Consalud,"Part time",605950,,,,,Disponible,62850,CiudadReal,SanlúcardeBarrameda,2026-01-30,2026-03-24,31,1275,111000,"Air France",,{},{},,{}
"Sta. José Eduardo Aguirre Montoya",8332364,7,Sta.montoya@viajes.cl,stjoedagmo,jwxd7Nfy4ll1G5PX,"+56 2 9211 2123",Nocturno,Banmédica,"Part time",605951,,,,,Disponible,19593,Viladecans,Badajoz,2026-04-05,2026-06-08,30,1539,103000,"Singapore Airlines",,{},"{Inca,Gandía,Palencia}",,{}
"Óscar Reyes Aponte",24433172,6,OIsreap@viajes.cl,ósreap,eB38TGPQa,"+56 2 9391 5572",Diurno,Consalud,"Full time",605954,,,,,Disponible,9941,CerdañoladelVallés,JerezdelaFrontera,2026-03-09,2026-04-27,25,1187,79000,"Spirit Airlines",,{},{},,{}
"Roberto Maestas Vanegas",25806283,3,Robertovanegas@viajes.cl,Robertovanegas,K6c5OWQzshQJQQ4U,"+56 9 4498 5859",Diurno,Colmena,"Full time",605955,,,,,Disponible,87240,Vigo,MolinadeSegura,2026-02-14,2026-02-25,73,278,102000,"Air France",,{},{},,{}
"Florencia Altamirano Jáquez",21115088,2,FlorenciajOequez@viajes.cl,Florenciajáquez,2hI3cWhBz,"+56 2 6107 2983",Nocturno,Fonasa,"Full time",605956,,,,,Disponible,84392,SantiagodeCompostela,Cádiz,2026-08-16,2026-09-16,61,746,108000,"Qatar Airways",,{},"{Valdemoro,Segovia,Murcia,Mijas}",,{}
"Benjamín Rojas Negrete",21063631,5,benjamOAn5601@viajes.cl,benjamín5410,uGmUuOGm6m7nd,"+56 9 6923 1526",Nocturno,Banmédica,"Part time",605957,,,,,Disponible,65092,Irún,Huelva,2025-01-25,2025-02-23,41,705,168000,Emirates,,{},"{""Alcalá de Henares""}",,{}
"Silvia Salcido Ramos",25908171,8,silvia552@viajes.cl,Silviaramos,0NggPdZyy,"+56 9 4751 7057",Diurno,Banmédica,"Part time",605958,,,,,Disponible,92983,Santander,Coslada,2025-10-27,2026-04-07,29,3904,196000,"Spirit Airlines",,{},"{Leganés,Alicante,Marbella,Alcorcón,Zaragoza}",,{}
"Rodrigo Sevilla Ceja",6713766,3,Rodrigoceja@viajes.cl,Rodrigoceja,o5q5JCSPowTG,"+56 2 3392 5068",Diurno,Banmédica,"Part time",605960,,,,,Disponible,98579,Badalona,Málaga,2025-05-29,2025-10-08,25,3181,195000,"Southwest Airlines",,{},"{""Santa Lucía de Tirajana"",""Castellón de la Plana"",""Alcalá de Henares"",""Cornellá de Llobregat"",""La Línea de la Concepción""}",,{}
"Victoria Huerta Trujillo",26760305,7,vihutr@viajes.cl,vihutr,JrQO2fQx7TnezRI,"+56 9 4569 5480",Nocturno,Banmédica,"Part time",605962,,,,,Disponible,28321,cádiz,Fuenlabrada,2025-11-26,2026-03-21,74,2782,228000,"Air France",,{},{},,{}
"Alberto Tejada Nieto",28313101,7,Albertonieto@viajes.cl,Albertonieto,o8EK172Rlx5H,"+56 2 8577 8399",Nocturno,Fonasa,"Part time",605963,,,,,Disponible,36536,badalona,Cáceres,2025-07-10,2025-11-02,1,2760,161000,"Singapore Airlines",,{},"{""Pozuelo de Alarcón"",Valladolid,Almería,Valladolid}",,{}
,17010570,2,josOo8782@viajes.cl,,dSZdzRvzxpWfG7,"+56 9 4687 4306",Diurno,Banmédica,"Full time",605966,,,,,,54483,molinadesegura,Badajoz,2025-11-17,2026-04-05,44,3346,241000,Avianca,,,"{Logroño,Segovia,""Collado Villalba"",Madrid,Ávila}",,{}
"Adán Rojas Leyva",19412472,4,adrole@viajes.cl,adán7243,y6S5fkakDYVuF,"+56 9 1972 1595",Diurno,"Más vida","Part time",605967,,,,,Disponible,71741,JerezdelaFrontera,Torremolinos,2025-05-30,2025-08-28,6,2177,112000,KLM,,{},"{Logroño,Pamplona,Oviedo}",,{}
"Patricio Tafoya Saiz",9643219,4,patricio6305@viajes.cl,patasa,Yvsq8lrnLhVCVhy,"+56 2 0184 5302",Nocturno,Colmena,"Part time",605969,,,,,Disponible,24610,Torrelavega,Santander,2025-11-22,2026-03-03,47,2436,159000,"Air Canada",,{},"{""Alcalá de Henares"",Alcobendas}",,{}
"Sr. Julio Casillas Meraz",16831151,6,sr.8176@viajes.cl,Sr.meraz,WIySvWhzq58YAv,"+56 9 3193 3332",Nocturno,Colmena,"Full time",605970,,,,,Disponible,15042,DosHermanas,SantiagodeCompostela,2025-02-15,2025-05-24,84,2375,300000,WestJet,,{},"{Elda,Inca,Leganés}",,{}
"Graciela Pedroza Cervantes",18815656,8,Gracielacervantes@viajes.cl,grpece,ZQr2xYP1Ta,"+56 2 4284 1668",Diurno,"Más vida","Full time",605971,,,,,Disponible,85620,ElPuertodeSantaMaría,Benidorm,2026-09-08,2027-02-19,88,3941,403000,"Air Canada",,{},"{Parla,Oviedo,Elche,""Las Palmas de Gran Canaria"",Santander}",,{}
"Gustavo Roldán Trejo",26175362,6,gurotr@viajes.cl,gurotr,MUQZ78RlSj,"+56 9 7381 3020",Diurno,Colmena,"Part time",605972,,,,,Disponible,62962,Guadalajara,Ponferrada,2026-06-13,2026-07-25,77,1010,114000,"Frontier Airlines",,{},"{Avilés,""El Puerto de Santa María""}",,{}
"Gabriel Cabrera Centeno",25183742,2,gacace@viajes.cl,Gabrielcenteno,4iK7FyQSy,"+56 9 5001 5881",Diurno,Banmédica,"Part time",605974,,,,,Disponible,12884,Gecho,ElPratdeLLobregat,2025-07-30,2025-08-26,84,659,82000,"Copa Airlines",,{},"{""San Sebastían de los Reyes"",Málaga}",,{}
"Bernardo Chávez Urbina",20922571,9,bernardo8297@viajes.cl,Bernardourbina,zdLE46gNOa6,"+56 2 3935 6248",Nocturno,"Más vida","Full time",605975,,,,,Disponible,34453,Valencia,Puertollano,2025-04-20,2025-08-31,48,3213,360000,WestJet,,{},{},,{}
"Ramona Orosco Rivero",29179253,7,raorri@viajes.cl,raorri,V0cqAZ5Z0HIwpKo5,"+56 2 4912 3668",Diurno,"Más vida","Full time",605977,,,,,Disponible,6737,SanFernando,Paterna,2026-08-06,2027-01-07,44,3702,334000,"British Airways",,{},{Cartagena},,{}
"Sara Arevalo Ozuna",8836326,4,Saraozuna@viajes.cl,saaroz,ZrH9LH666BTtS,"+56 2 5526 3863",Nocturno,Banmédica,"Part time",605979,,,,,Disponible,17623,Sabadell,HospitaletdeLLobregat,2026-06-02,2026-08-15,37,1780,147000,"Singapore Airlines",,{},"{""San Sebastián"",Salamanca,Madrid,Huelva,Segovia}",,{}
"Gerardo Medina Rodrígez",5178374,3,GerardorodrOAgez@viajes.cl,Gerardorodrígez,q0B08NpBwEyfGgTc,"+56 9 2604 9367",Nocturno,Banmédica,"Full time",605980,,,,,Disponible,56317,Alcoy,SantiagodeCompostela,2025-02-08,2025-07-25,86,4015,465000,Qantas,,{},"{Bilbao,""San Sebastián""}",,{}
