nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Puntos,Codigo_agenda,Etiqueta,Codigo_reserva,Fecha,Monto,Cantidad_personas
"Andrea Mondragón Ybarra",,,Andreaybarra@wass.com,anmoyb,4UEy4aI4G8CW,"+56 9 1613 6055",3293,67740,"Cena de Trabajo",537541,2025-01-04,414000,3
"Julia Camarillo Escalante",18639242,6,,Juliaescalante,A09FFmLk,"+56 9 4876 7780",2431,69038,Vacaciones,537551,2025-10-08,891000,9
"Julia Camarillo Escalante",18639242,6,,Juliaescalante,A09FFmLk,"+56 9 4876 7780",2431,69038,Vacaciones,537562,2025-06-12,2061000,9
"Rodrigo Parra Adame",,,,Rodrigoadame,,,4509,,"Salida con Familia",537588,2025-04-10,440000,
"Sara Garza Ulibarri",,,sara7287@wass.com,sagaul,KgTizDOI6Baok5H2,"+56 9 1984 9295",939,71154,Vacaciones,537600,2025-03-17,568000,2
"Sara Garza Ulibarri",,,sara7287@wass.com,sagaul,KgTizDOI6Baok5H2,"+56 9 1984 9295",939,71154,Vacaciones,537601,2025-06-20,284000,2
"Francisco Alva Garrido",17369311,7,,fralga,6HEMNlnSitF6,"+56 9 0043 7634",4834,62850,Aniversario,537602,2025-01-05,338000,2
"Francisco Alva Garrido",,,,,6HEMNlnSitF6,"+56 9 0043 7634",4834,,,,2025-01-10,324000,2
"Ana Sierra Benavídez",1722271,6,,ansibe,hBzp14EYD9W,"+56 2 9073 3130",1189,66017,"Salida con Familia",537630,2025-03-20,1104000,6
"Agustín Velásquez Corral",1991762,2,,agveco,tBPIg5XeZG,"+56 2 2973 6158",820,69284,Vacaciones,537650,2025-05-20,1309000,7
"Clara Carrion Chacón",,,ClarachacOIn@viajesanma.com,clara4704,,"+56 2 7666 8259",0,,"Cena de Trabajo",537669,2025-02-27,,6
"Clara Carrion Chacón",5283873,8,,clara4704,Bx0yhNvHH,"+56 2 7666 8259",7064,63076,"Cena de Trabajo",537670,2025-09-02,2106000,6
"Sta. Gilberto Colón Pedroza",,,Sta.pedroza@wass.com,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,70302,Vacaciones,537676,2025-01-12,508000,4
"Sra. Mario Naranjo Rincón",,,srmanari@edubus.cal,sra.9176,QF4MLavTqdv5,"+56 9 3913 2135",474,64746,"Cena de Trabajo",537684,2026-01-22,987000,7
,16462509,5,,,ufZ5GDeEX,"+56 2 6537 4610",8967,,Aniversario,537686,2025-07-17,501000,
"María Delvalle Briones",,,,Maríabriones,lcs0fEfYCRyi,"+56 2 6175 8723",3139,66405,"Salida con Familia",537693,2026-02-08,296000,8
"María Delvalle Briones",,,marOAa8813@edubus.cal,Maríabriones,lcs0fEfYCRyi,"+56 2 6175 8723",3139,66405,"Salida con Familia",537700,2025-06-21,1296000,8
"María Delvalle Briones",,,marOAa8813@edubus.cal,Maríabriones,lcs0fEfYCRyi,"+56 2 6175 8723",3139,66405,"Salida con Familia",537703,2026-05-18,1016000,8
"Juana Mena Altamirano",,,juana8091@marmol.com,,Uq5YGFp7Dfoe,"+56 9 0958 9832",0,64970,"Salida con Familia",537705,,,10
"Laura Páez Abrego",15916245,1,,Lauraabrego,WVs0XlqP,"+56 2 7378 1801",544,66137,Vacaciones,537714,2025-03-18,1480000,8
"Lilia Arellano Vásquez",20800182,5,,lilia5366,TUEx5h7XKt,"+56 9 1227 2718",2889,65940,"Salida con Familia",537717,2025-01-04,492000,6
"Ana Luisa Collazo Urías",,,,anlucour,v5uvjOSV6Ya,"+56 2 8071 2099",3613,66478,"Cena de Trabajo",537725,2025-01-09,99000,1
"Ana Luisa Collazo Urías",,,ana4463@wass.com,anlucour,v5uvjOSV6Ya,"+56 2 8071 2099",3613,66478,"Cena de Trabajo",537726,2025-02-25,167000,1
"Ana Luisa Collazo Urías",,,ana4463@wass.com,anlucour,v5uvjOSV6Ya,"+56 2 8071 2099",3613,66478,"Cena de Trabajo",537727,2025-11-07,383000,1
"Virginia Barrientos López",,,virginia7615@outluc.com,Virginialópez,qmjSdQn78x,"+56 9 9137 6593",4408,62413,"Salida con Amigos",537750,2025-05-26,2660000,7
"Virginia Barrientos López",,,virginia7615@outluc.com,Virginialópez,qmjSdQn78x,"+56 9 9137 6593",4408,62413,"Salida con Amigos",537752,2025-09-01,791000,7
"Carla Lomeli Roldán",,,,caloro,KOeOdXukZ95Rrk,,3625,65696,,537759,2025-07-01,141000,1
"Sta. Esperanza González Caldera",7523912,2,,Sta.caldera,9ElnNU6z7ZzV,"+56 9 6604 7754",4582,61332,Vacaciones,537774,2025-10-27,730000,10
"Samuel Porras Mercado",1970518,8,,sapome,4zcqdXpSB0Zfzl8,"+56 2 7868 6616",2630,61407,"Cena de Trabajo",537785,2025-05-20,1580000,10
"Claudia Camacho Dávila",26663352,1,,claudia3300,KrB9UtahE3NhY,"+56 9 8126 7355",7122,66619,"Salida con Amigos",537800,2025-01-07,108000,1
,,,Eloisaguajardo@tourket.com,,,"+56 2 4608 0138",1449,64265,"Salida con Familia",537806,,745000,5
,29549611,8,,elargu,fYm2HRY1Yg6rwBtu,"+56 2 4608 0138",0,,"Salida con Familia",,2026-08-29,750000,5
"Gabriel Garay Camacho",,,Gabrielcamacho@marmol.com,Gabrielcamacho,Vjh85vXsdvoEQ3,"+56 2 5419 0795",8549,68224,Aniversario,537832,2025-02-10,402000,6
"Sr. Alfredo Rosario Medrano",,,Sr.medrano@marmol.com,sralrome,VlUaTl93qp,"+56 9 8092 5511",3502,61415,Aniversario,537853,2026-06-13,424000,4
"Sr. Alfredo Rosario Medrano",,,,sralrome,VlUaTl93qp,"+56 9 8092 5511",3502,61415,Aniversario,537857,2026-04-24,860000,4
"Sr. Lola Arias Terrazas",,,srloarte@marmol.com,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,71167,"Salida con Familia",537869,2026-01-20,129000,3
"Sr. Lola Arias Terrazas",,,srloarte@marmol.com,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,71167,"Salida con Familia",537872,2025-12-23,480000,3
"Sra. Mario Naranjo Rincón",,,srmanari@edubus.cal,sra.9176,QF4MLavTqdv5,"+56 9 3913 2135",474,69938,Aniversario,537877,2025-02-15,1211000,7
"Sra. Mario Naranjo Rincón",,,srmanari@edubus.cal,sra.9176,QF4MLavTqdv5,"+56 9 3913 2135",474,69938,Aniversario,537880,2025-02-23,2317000,7
"Mercedes Santillán Caballero",,,mercedes1700@viajesanma.com,mesaca,r5kxvVlnouhRwPW,"+56 2 1954 5263",4057,61584,Vacaciones,537882,2026-04-05,640000,10
"Mercedes Santillán Caballero",,,mercedes1700@viajesanma.com,mesaca,r5kxvVlnouhRwPW,"+56 2 1954 5263",4057,61584,Vacaciones,537883,2025-06-12,1450000,10
"Ignacio Ramírez Arredondo",,,Ignacioarredondo@viajesanma.com,ignacio4895,9KOXTvN8OV0tV,"+56 2 9496 1128",1709,67298,"Cena de Trabajo",537942,2025-04-10,696000,2
"Ignacio Ramírez Arredondo",,,Ignacioarredondo@viajesanma.com,ignacio4895,9KOXTvN8OV0tV,"+56 2 9496 1128",1709,67298,"Cena de Trabajo",537948,2025-04-22,134000,2
"Ignacio Ramírez Arredondo",,,,ignacio4895,9KOXTvN8OV0tV,"+56 2 9496 1128",1709,67298,"Cena de Trabajo",537956,2025-07-12,274000,2
"Sr. Graciela Delgado Olvera",26469080,3,,,76jYHRKNTrUqq,"+56 2 1473 6274",0,,"Salida con Amigos",537984,2025-02-25,1336000,
"Ana Luisa Suárez Villegas",,,Anavillegas@outluc.com,Anavillegas,nWYVFv493qCf,"+56 2 2502 0992",1458,63885,Aniversario,537976,2026-05-25,100000,4
"Carmen Urrutia Villalpando",,,carmen6315@outluc.com,carmen4615,nlzKeW1l0,"+56 9 9483 9986",7817,62982,"Salida con Familia",538005,2025-12-27,3776000,8
"Sta. Patricia Lerma Franco",12528849,9,,stpalefr,FjG27PIvDnDfF,"+56 9 1068 2097",282,68149,"Cena de Trabajo",538022,2025-04-13,270000,5
"Cristobal Soria Arce",20740443,8,,crsoar,4zCXbeaOcT,"+56 9 5195 5273",9729,68137,"Cena de Trabajo",538039,2026-07-15,364000,7
"Cristobal Soria Arce",20740443,8,,crsoar,4zCXbeaOcT,"+56 9 5195 5273",9729,68137,"Cena de Trabajo",538044,2025-11-11,490000,7
"Lucia Arias Aparicio",6306073,9,,Luciaaparicio,54C3cxuNVt0d,"+56 2 9491 2765",4466,70996,Aniversario,538053,2026-03-07,648000,9
,,,,isalza,Zi5CZkssokRt1,,7544,67250,"Salida con Familia",538084,2026-03-20,1984000,
,,,,Sra.candelaria,pXyjF4BSIH3BsycG,"+56 2 9590 9475",8070,,Vacaciones,,2026-04-17,1431000,
"Sta. Jesús López Barela",,,stjelOIba@outluc.com,sta.8179,81t8WffA,"+56 2 8483 8774",5171,62647,Vacaciones,538090,2025-02-23,945000,9
"Sta. Jesús López Barela",,,stjelOIba@outluc.com,sta.8179,81t8WffA,"+56 2 8483 8774",5171,62647,Vacaciones,538095,2025-01-13,990000,9
"Sr. Luz Mayorga Amador",21504794,6,,Sr.amador,Ok79CMuENigg,"+56 2 3324 2328",6852,71655,Aniversario,538114,2025-07-29,1544000,8
"Sra. Guillermina Rentería Fuentes",3055936,3,Sra.fuentes@viajesanma.com,srgurefu,bsQuex4Eq,,0,61417,Vacaciones,,2025-03-09,,
"María José Abrego Cavazos",12069912,1,,maría2434,3War5QtxhUC,"+56 9 3304 2718",6560,65222,Vacaciones,538134,2025-05-25,516000,6
"Claudio Reynoso Ramón",25587477,2,,clrera,oH0i32f2uK3BX8t,"+56 2 3992 8920",3421,62896,"Cena de Trabajo",538156,2025-05-13,1832000,8
"Claudio Reynoso Ramón",,,,clrera,oH0i32f2uK3BX8t,,0,62896,"Cena de Trabajo",538157,2025-01-05,1584000,8
"José Villareal Gracia",,,,Joségracia,Zy3JJBe5,"+56 2 4326 8897",4534,71516,"Salida con Amigos",538165,2026-02-09,260000,2
"José Villareal Gracia",,,,Joségracia,Zy3JJBe5,"+56 2 4326 8897",4534,71516,"Salida con Amigos",538166,2025-05-29,224000,2
"Sta. Carolina Muñiz Puga",7120775,7,,sta.8803,utwzyuL6JAz7R,"+56 2 5617 1847",906,63044,"Salida con Familia",538171,2025-02-08,66000,1
"Miguel Ángel Díaz Garica",6198588,3,,Miguelgarica,3TxJY5UjL9N,"+56 9 3390 4905",8128,68225,"Salida con Familia",538173,2025-06-27,1540000,4
"Estela Calvillo Melgar",,,,,,"+56 9 7854 7429",935,71964,"Cena de Trabajo",538183,,162000,
"Estela Calvillo Melgar",,,estela309@tourket.com,estela855,lKgTW8J1gpthOJ,"+56 9 7854 7429",935,71964,"Cena de Trabajo",538188,2025-10-31,318000,3
"Roberto Rosales Mojica",22937123,1,,Robertomojica,xvfyYg7FlptpYSj7,"+56 9 5161 2890",6231,70800,"Cena de Trabajo",538222,2026-02-07,528000,4
,28750656,2,,,,"+56 9 8943 4636",0,67534,"Salida con Amigos",538228,,600000,8
"Eduardo Peralta Montes",27049233,9,,eduardo4900,XYskhSF1Kr8c,"+56 2 6340 1027",848,70277,"Cena de Trabajo",538234,2025-05-17,1407000,7
"Irene Covarrubias Salcido",,,,ircosa,,"+56 2 5399 5503",9972,71850,,,2025-09-16,3552000,8
"Irene Covarrubias Salcido",2093710,6,,ircosa,6nHPli9oge5ImEY,"+56 2 5399 5503",9972,71850,"Salida con Familia",538247,2025-03-26,2056000,8
"Sr. Lorenzo Reynoso Alaniz",19962135,1,,srloreal,6fCl93lNoDvmCk,"+56 9 7996 9807",1289,69822,"Salida con Familia",538291,2025-04-28,252000,2
"Berta Ureña Quezada",29161118,4,,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65809,Vacaciones,538292,2025-02-02,1470000,7
"Berta Ureña Quezada",29161118,4,,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65809,Vacaciones,538293,2025-02-15,1344000,7
"Sta. Claudio Arias Franco",,,,sta.3213,3VWy4H6H,"+56 2 3166 6172",1576,64505,"Salida con Familia",538325,2025-01-08,240000,8
"Sta. Claudio Arias Franco",,,,sta.3213,3VWy4H6H,"+56 2 3166 6172",1576,64505,"Salida con Familia",538333,2025-09-06,1376000,8
"Armando Malave Urrutia",,,,Armandourrutia,prCgkSekC3YxQ6Tf,,5050,,Vacaciones,538344,2025-06-28,,10
"Sancho Alcántar Ulibarri",,,saalul@viajesanma.com,Sanchoulibarri,YRui93kq1z1W,"+56 9 9748 1905",1614,68720,Aniversario,538371,2025-02-05,1210000,10
"Sancho Alcántar Ulibarri",,,saalul@viajesanma.com,Sanchoulibarri,YRui93kq1z1W,"+56 9 9748 1905",1614,68720,Aniversario,538372,2025-02-11,3010000,10
"Sr. Lorenzo Reynoso Alaniz",19962135,1,,srloreal,6fCl93lNoDvmCk,"+56 9 7996 9807",1289,69140,Aniversario,538374,2025-04-10,720000,5
"Alicia Téllez Alarcón",10175820,6,,alicia5376,39UksmeZMd3,"+56 2 9358 9048",1584,72217,"Salida con Familia",538388,2025-05-08,168000,2
"Joaquín Malave Velásquez",,,joaquOAn7846@edubus.cal,jomave,7WnL4bvnqcltY,"+56 9 3995 2637",8354,64279,"Salida con Amigos",538392,2026-04-28,154000,2
"Joaquín Malave Velásquez",,,joaquOAn7846@edubus.cal,jomave,7WnL4bvnqcltY,"+56 9 3995 2637",8354,64279,"Salida con Amigos",538393,2026-03-16,108000,2
"Joaquín Malave Velásquez",,,joaquOAn7846@edubus.cal,jomave,7WnL4bvnqcltY,"+56 9 3995 2637",8354,64279,"Salida con Amigos",538395,2026-01-05,368000,2
"Jorge Arias Córdova",,,JorgecOIrdova@tourket.com,joarcó,,"+56 9 9022 3124",0,65651,Aniversario,,2025-10-24,,9
"Adela Alarcón Chávez",16808276,2,,adalch,,"+56 2 8267 5751",0,65752,"Salida con Familia",,2025-02-19,52000,
"Marilu Villaseñor Cazares",9184802,3,,Marilucazares,6PZPE3e4NN34YNLt,"+56 2 9252 0858",6865,63031,"Salida con Amigos",538434,2025-01-21,990000,9
"Marilu Villaseñor Cazares",9184802,3,,Marilucazares,6PZPE3e4NN34YNLt,"+56 2 9252 0858",6865,63031,"Salida con Amigos",538440,2025-01-23,1350000,9
"César Razo Leyva",,,,Césarleyva,myVrj49HbcA4nKV,,0,,"Cena de Trabajo",,2025-09-05,790000,5
"Benito Campos Ozuna",,,benito5265@marmol.com,Benitoozuna,RhJJAr8UN,"+56 9 3455 7936",4229,66155,"Salida con Familia",538471,2025-11-10,1600000,8
"Benito Campos Ozuna",,,benito5265@marmol.com,Benitoozuna,RhJJAr8UN,"+56 9 3455 7936",4229,66155,"Salida con Familia",538472,2026-06-19,696000,8
"Benito Campos Ozuna",,,benito5265@marmol.com,Benitoozuna,RhJJAr8UN,"+56 9 3455 7936",4229,66155,"Salida con Familia",538473,2025-03-12,504000,8
"Carlota Tejeda Casillas",,,Carlotacasillas@edubus.cal,carlota6852,rPlEhC2U86,"+56 9 0208 0997",8208,66049,"Cena de Trabajo",538479,2025-01-02,156000,2
"Carlota Tejeda Casillas",,,Carlotacasillas@edubus.cal,carlota6852,rPlEhC2U86,"+56 9 0208 0997",8208,66049,"Cena de Trabajo",538480,2025-07-20,276000,2
"Ángela Gaitán Ceballos",,,,Ángelaceballos,ZuNG3bS9HIgw8,,6376,,"Salida con Amigos",538486,2025-12-03,,3
"Ángela Gaitán Ceballos",29508937,7,,Ángelaceballos,ZuNG3bS9HIgw8,"+56 9 2576 1521",6376,68739,"Salida con Amigos",538487,2026-03-26,90000,3
"Miguel Ángel Cantú Gaona",3082985,9,,Miguelgaona,,,4022,71582,Aniversario,,,312000,3
"Andrea Mondragón Ybarra",,,Andreaybarra@wass.com,anmoyb,4UEy4aI4G8CW,"+56 9 1613 6055",3293,62256,"Cena de Trabajo",538491,2025-06-19,1800000,6
"Teresa Olivera Rodríquez",,,,teolro,1TsqVwCLbui,"+56 2 7985 5252",7983,69624,"Salida con Familia",538521,2025-01-07,3861000,9
"Teresa Olivera Rodríquez",,,teresa5536@edubus.cal,teolro,1TsqVwCLbui,"+56 2 7985 5252",7983,69624,"Salida con Familia",538522,2025-03-15,1080000,9
"Sta. Alicia Gonzales Segovia",,,stalgose@tourket.com,stalgose,,"+56 9 1736 0286",3135,64476,"Salida con Amigos",538530,,,
,,,,alejandra912,J8mnjcVZT2gxv,,3460,,"Salida con Amigos",538540,2025-04-29,1737000,9
"Leticia Rivero Nájera",11582733,2,,leriná,rr1IXFMH,"+56 9 3580 0802",9727,61577,Aniversario,538544,2025-08-31,840000,4
"Dorotea Alarcón Paredes",7028101,5,,doalpa,ljB8reA5CzWd,"+56 2 3812 2715",9867,63178,"Cena de Trabajo",538545,2025-03-25,665000,7
"María José Alanis Páez",28340525,7,,majoalpá,18eEKt0CgaIW,"+56 2 7176 3348",9978,64004,"Cena de Trabajo",538549,2025-03-09,972000,9
"Raquel Arteaga Trujillo",4431126,7,,,lCwPXBH05w,"+56 2 8967 9371",6246,,Vacaciones,538560,2025-03-13,,
"Homero Tello Guardado",,,hotegu@tourket.com,Homeroguardado,RCpkCABo04,"+56 2 7552 3164",8633,68644,"Salida con Amigos",538565,2025-04-26,800000,8
"Homero Tello Guardado",,,hotegu@tourket.com,Homeroguardado,RCpkCABo04,"+56 2 7552 3164",8633,68644,"Salida con Amigos",538566,2025-04-22,1184000,8
"Homero Tello Guardado",,,hotegu@tourket.com,Homeroguardado,RCpkCABo04,"+56 2 7552 3164",8633,68644,"Salida con Amigos",538567,2025-04-09,520000,8
"Lola Santacruz Espinal",13133837,6,,lola8840,q48LDO7k4aoYYmPn,"+56 9 1505 4733",8903,66046,"Salida con Familia",538570,2025-03-13,342000,3
"Blanca Soto Arce",17608820,6,,Blancaarce,89EhyVCbUi39,"+56 2 0354 2642",3088,68144,"Cena de Trabajo",538579,2025-03-28,436000,4
"Sr. Barbara Jasso Ledesma",7471817,5,,,,"+56 2 7700 8097",7947,,Aniversario,538589,2025-02-25,999000,
"Beatriz Tejeda Galindo",,,betega@marmol.com,beatriz3640,0Uk8ZUjT,"+56 2 9551 4460",5700,71649,"Salida con Familia",538595,2026-01-01,1365000,7
"Sta. Ana Robledo Ochoa",6952327,7,,sta.1612,cZG24F8DzYdCHn,,0,,Aniversario,538604,,1030000,
"Josefina Hernández Robledo",,,johero@tourket.com,Josefinarobledo,,"+56 9 6828 0215",0,68927,,538608,,470000,5
"Susana Borrego Urías",,,subour@tourket.com,subour,0hcQygtZxDM4DW,"+56 2 7473 5826",8557,65461,"Salida con Amigos",538609,2025-09-27,1624000,7
"Rubén Beltrán Cintrón",2773700,5,,rubeci,zDZTZtbHPkk6Iq2K,"+56 2 0534 2773",9359,70888,"Cena de Trabajo",538610,2025-12-05,1016000,8
"Rubén Beltrán Cintrón",2773700,5,,rubeci,zDZTZtbHPkk6Iq2K,"+56 2 0534 2773",9359,70888,"Cena de Trabajo",538611,2025-09-10,2208000,8
"Sr. Yolanda Quintero Polanco",,,sryoqupo@marmol.com,Sr.polanco,4DVHMV9wvWt2V3FK,"+56 2 6307 4194",7319,70260,"Salida con Amigos",538612,2025-10-16,605000,5
"Anita Espinoza Rael",,,anita4083@edubus.cal,anita2212,iy2KWeCxN1g,"+56 2 1637 3149",907,66158,"Salida con Familia",538624,2025-02-23,1390000,5
"Raquel Luna Laureano",,,ralula@edubus.cal,raquel7693,3Z8NulPIDP,"+56 9 4645 4986",9010,62916,"Salida con Familia",538630,2026-04-09,290000,2
"Gilberto Tejeda Altamirano",,,giteal@wass.com,gilberto2678,0waYZi73OpO07k,"+56 2 7018 0647",7449,65033,Vacaciones,538638,2025-03-25,454000,2
"Gilberto Tejeda Altamirano",,,,gilberto2678,0waYZi73OpO07k,"+56 2 7018 0647",7449,65033,Vacaciones,538639,2025-04-19,282000,2
"Luz Calvillo Bermúdez",,,luz5175@marmol.com,,,"+56 9 7009 7479",0,69067,Aniversario,538641,2025-12-03,528000,
"Soledad Casas Villalpando",5896581,2,,Soledadvillalpando,xflMB0k4HP,"+56 2 9460 7491",9513,66313,Aniversario,538654,2026-04-24,1920000,10
"Bernardo Segura Tamayo",29199624,8,,beseta,opq4G4uWEn,"+56 9 7423 9221",1366,62008,"Cena de Trabajo",538663,2025-03-07,1332000,9
"Ángela Pérez Sandoval",,,Oengela1730@tourket.com,ánpésa,1Lo2Y4lYLaiGJ,"+56 9 7922 5124",5712,66747,Aniversario,538692,2025-01-11,1134000,7
"Caridad Villaseñor Porras",25988829,8,,caridad7543,irNQy1rI,"+56 9 9108 2781",1666,64116,"Salida con Familia",538693,2025-01-17,2601000,9
"Irene Haro Briones",,,Irenebriones@wass.com,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,67689,"Salida con Familia",538743,2025-04-18,1140000,5
"Irene Haro Briones",,,Irenebriones@wass.com,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,67689,"Salida con Familia",538744,2025-06-04,775000,5
"Irene Haro Briones",,,Irenebriones@wass.com,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,67689,"Salida con Familia",538752,2025-01-17,310000,5
"Marcela Palomo Ceja",,,mapace@marmol.com,Marcelaceja,wPJUzQ2tlii,"+56 9 0730 0316",4400,68704,"Salida con Familia",538759,2026-02-03,1568000,8
"Luis Miguel Pedraza Madrid",,,,luis6147,VY84EXPtPoUP7Snb,"+56 2 3042 1949",4624,,"Salida con Amigos",,,804000,6
"Ramiro Alcántar Carranza",9757464,2,,raalca,NvrD8LuVTTosKtn,"+56 2 8591 9744",9466,66220,Aniversario,538779,2025-02-12,1098000,6
"Amalia Gaitán Lucio",,,,amalia8441,vUykFg4jnG2PWAM9,"+56 2 4040 3738",839,67033,,538788,,,7
"María Luisa Ferrer Moya",,,malufemo@edubus.cal,Maríamoya,5KpX72ieDPBU,"+56 9 2189 8335",7794,65361,"Cena de Trabajo",538796,2025-06-23,324000,4
"María Luisa Ferrer Moya",,,malufemo@edubus.cal,Maríamoya,5KpX72ieDPBU,"+56 9 2189 8335",7794,65361,"Cena de Trabajo",538797,2025-04-30,628000,4
"María Luisa Ferrer Moya",,,malufemo@edubus.cal,Maríamoya,5KpX72ieDPBU,"+56 9 2189 8335",7794,65361,"Cena de Trabajo",538805,2025-07-04,744000,4
"Sra. Lucas Espinal Fierro",2591878,9,Sra.fierro@tourket.com,sra.9567,,,0,69219,"Salida con Amigos",538813,2025-12-06,,
"Rubén Montero Santillán",17916949,5,,rubén244,4c4RQNqlP,"+56 2 2810 4879",3429,72143,"Salida con Amigos",538814,2025-01-26,920000,8
"Guadalupe Angulo Morales",4785409,1,,Guadalupemorales,sGRmv1gn,"+56 9 7767 7954",2298,67947,Vacaciones,538828,2025-08-23,270000,2
"Micaela Véliz Rubio",,,mivOoru@wass.com,micaela8908,17kJaBuiEW2n4B2N,"+56 2 3966 0673",7209,67322,Vacaciones,538847,2025-03-15,1360000,10
,,,hernOen7016@edubus.cal,Hernánulloa,,"+56 9 3495 7866",4369,71722,,538848,,468000,2
"Hernán Piña Ulloa",28690164,6,,Hernánulloa,7eZWPyzcSarx5HOk,"+56 9 3495 7866",4369,71722,Aniversario,538853,2025-02-28,178000,2
"Gregorio Ávalos Pichardo",,,Gregoriopichardo@tourket.com,grávpi,iBrxMUml9Qi6ZF,"+56 9 0664 9407",8138,62013,"Salida con Familia",538861,2025-07-28,1521000,9
,,,,grávpi,iBrxMUml9Qi6ZF,,0,,"Salida con Familia",538863,2025-07-21,,9
"Gregorio Ávalos Pichardo",,,Gregoriopichardo@tourket.com,grávpi,iBrxMUml9Qi6ZF,"+56 9 0664 9407",8138,62013,"Salida con Familia",538869,2025-06-25,1395000,9
"Gilberto Botello Gómez",23857186,3,,Gilbertogómez,79oShanmq7C,"+56 9 8348 0985",1265,63788,"Cena de Trabajo",538872,2025-01-21,380000,2
"Jaime Botello Meraz",7685742,3,,jaime1022,6xl41o0R,"+56 9 0992 8348",4949,69308,"Salida con Amigos",538899,2026-05-24,720000,10
"Berta Urías Ybarra",24470562,6,,berta7108,Mdj9SM7yqqJ0,"+56 2 5227 2619",9840,71617,Aniversario,538924,2025-06-17,124000,2
"Marcela Cervantes Casares",,,maceca@tourket.com,Marcelacasares,2aYVAaGDsw1t,"+56 9 5087 5001",2918,70974,"Cena de Trabajo",538925,2025-02-18,1477000,7
"Marcela Cervantes Casares",,,maceca@tourket.com,Marcelacasares,2aYVAaGDsw1t,"+56 9 5087 5001",2918,70974,"Cena de Trabajo",538929,2025-08-05,987000,7
"Juan Mayorga Chavarría",1454207,8,,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",538944,2026-01-17,348000,4
"Roberto Delao Lovato",17545422,5,,roberto4727,de3KY7eF8sBuR,"+56 9 2808 4782",1422,66557,"Salida con Familia",538949,2025-04-16,320000,8
"Gustavo Delagarza Aponte",26433419,5,,gudeap,bXs2ruG35H,"+56 9 4360 0046",1576,68477,"Salida con Familia",538957,2025-08-12,1384000,8
"Javier Almaraz Granado",11667546,3,,Javiergranado,9vyQyMh6bJx,"+56 2 5661 7834",3010,65195,Vacaciones,538970,2025-02-14,357000,3
"José Emilio Leyva Acuña",,,josOo7942@outluc.com,Joséacuña,aRRaVj64fvAHsaC7,"+56 9 6167 6380",7415,67022,"Salida con Amigos",538972,2025-01-31,756000,9
"José Emilio Leyva Acuña",,,josOo7942@outluc.com,Joséacuña,aRRaVj64fvAHsaC7,"+56 9 6167 6380",7415,67022,"Salida con Amigos",538973,2025-08-02,3483000,9
"José Emilio Leyva Acuña",,,josOo7942@outluc.com,Joséacuña,aRRaVj64fvAHsaC7,"+56 9 6167 6380",7415,67022,"Salida con Amigos",538974,2026-03-14,819000,9
"María Barraza Valadez",15765066,1,,maría6472,RHV0yIMVWs,"+56 9 4927 1362",9191,61668,"Cena de Trabajo",538976,2025-01-14,492000,3
"Pilar Vega Cervantes",23225398,3,,Pilarcervantes,HW9mlnyS,"+56 2 0056 6828",6884,67786,Aniversario,538977,2025-10-21,336000,2
"Sta. Mayte Cabán Domínquez",,,sta.1668@marmol.com,stmacado,IPKdT78HLC,"+56 9 3683 8717",2208,69480,Vacaciones,539015,2025-04-27,486000,9
"Sta. Mayte Cabán Domínquez",,,sta.1668@marmol.com,stmacado,IPKdT78HLC,"+56 9 3683 8717",2208,69480,Vacaciones,539016,2026-05-15,3006000,9
"Sta. Mayte Cabán Domínquez",,,sta.1668@marmol.com,stmacado,IPKdT78HLC,"+56 9 3683 8717",2208,69480,Vacaciones,539017,2025-09-26,2709000,9
,,,Sr.patino@edubus.cal,,n1wox487MFHX1chZ,"+56 9 8671 2150",4597,68904,"Cena de Trabajo",,2025-03-25,1188000,9
"Salvador Alarcón Baca",6265262,4,,Salvadorbaca,Bq7v4KTTIByayr,"+56 9 2447 2289",4335,71230,"Salida con Amigos",539027,2026-08-04,424000,8
"Salvador Alarcón Baca",,,,Salvadorbaca,Bq7v4KTTIByayr,"+56 9 2447 2289",4335,71230,"Salida con Amigos",,,,
"Agustín Gaona Delagarza",22067287,5,,aggade,xJOc256JHBom,"+56 9 3323 9137",2533,64086,"Cena de Trabajo",539039,2026-02-13,468000,4
"Agustín Gaona Delagarza",22067287,5,,aggade,xJOc256JHBom,"+56 9 3323 9137",2533,64086,"Cena de Trabajo",539041,2026-01-09,80000,4
"Soledad Fonseca Guillen",18615076,7,,soledad5790,zKVt4juoQcUa8,"+56 2 6446 4223",6199,61212,"Salida con Familia",539050,2026-03-05,917000,7
